Znumber,smiles,vina_score,unidock_score_detail
Z1443584665,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,-8.886,-8.767
Z56926638,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,-8.272,-8.02
Z89264780,CCCCCCCCCCCCCCCC[n+]1ccccc1,-6.404,-6.317
Z1546624231,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,-7.056,-6.776
Z1550648760,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,-7.632,-6.923
Z2285376546,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,-8.759,-8.241
Z1521553713,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,-8.924,-9.077
Z1521553597,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,-9.863,-9.769
Z1551967090,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,-11.276,-128.255
Z1546610476,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,10.0,-7.045
Z104499156,CCC(=O)c1ccc(O)cc1,-5.715,-5.706
Z2235802071,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,-8.195,-8.013
Z1557501642,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,-9.019,-8.975
Z1216815730,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,-4.574,-4.561
Z2235802088,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,-9.75,-8.026
Z2681891866,CCCCC(CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OCC(CC)CCCC)cc3O)n2)c(O)c1,10.0,28.664
Z1828098700,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,-9.954,-6.725
Z2301684748,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,10.0,-5.538
Z2588038928,CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,10.0,100.0
Z33546369,CCOC(N)=O,-3.218,-3.158
Z104495272,Nc1ccncc1,-3.908,-3.902
Z1954802409,C[N+](C)(C)CCO,-3.591,-3.583
Z1066276474,NC(=O)C[C@H](N)C(=O)O,-4.135,-4.091
Z991547388,NCCC[C@H](N)C(=O)O,-4.361,-4.2
Z1198155477,Cc1nc(C)c(Cl)c(O)c1Cl,-5.561,-5.584
Z104485030,Cc1cc(O)c(C(C)C)cc1Cl,-6.261,-6.311
Z54953371,CCOc1ccccc1C(N)=O,-5.565,-5.439
Z1198155511,CN(CCOP(=O)(O)O)C(=N)N,-4.784,-4.675
Z56872184,CC(N)C12CC3CC(CC(C3)C1)C2,-6.269,-6.26
Z57126994,CCCCOC(=O)c1ccc(N)cc1,-6.058,-6.107
Z2756516861,Cc1cccc(Cc2c[nH]cn2)c1C,-6.962,-6.797
Z49562666,N=C(N)NN=Cc1c(Cl)cccc1Cl,-6.597,-6.561
Z756442196,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,-6.4,-6.34
Z594284200,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,-6.339,-5.963
Z1521553473,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,-8.441,-8.417
Z1575267190,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,-11.214,37.478
Z1501485364,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,-9.359,-9.211
Z1575278780,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,-13.291,-60.093
Z1556052559,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,-6.786,-7.423
Z2242062173,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,-7.472,-6.791
Z31369389,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,-9.414,-8.761
Z2756516876,NC1=NCC2c3ccccc3Cc3ccccc3N12,-8.991,-8.975
Z57152561,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,-6.824,-6.777
Z756440078,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-7.325,-6.839
Z1558504346,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,-10.302,-10.372
Z2569864568,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,-7.414,-7.26
Z1501480422,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,-8.247,-6.458
Z1379303659,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,-7.832,-7.507
Z1741981513,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,-8.573,-8.824
Z2144222809,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,-7.502,-7.355
Z608060832,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,-7.279,-7.731
Z1465002628,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,-3.885,-1.088
Z1592690505,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-9.426,-8.344
Z3025678941,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,-8.627,-7.987
Z1544404029,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,-7.167,-6.946
Z1521553714,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-9.167,-8.25
Z1530425064,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,-7.407,-7.264
Z1278926502,CC1=CC[C@@H](C(C)(C)O)C[C@@H]1O,-5.912,-5.871
Z2235811577,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C,-8.579,-6.96
Z2315575242,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,-6.075,-6.048
Z760035162,N[C@@H](CS)C(=O)O,-3.235,-3.255
Z1201617125,FC(F)(F)C(Cl)Br,-3.699,-3.733
Z756430564,CC(C)[C@H](N)C(=O)O,-4.029,-4.037
Z1255431434,C=CC(N)CCC(=O)O,-4.236,-4.239
Z2238930991,CNCCc1ccccn1,-4.882,-4.727
Z104496566,Cc1ccc(C(C)C)cc1O,-6.015,-6.038
Z1691545280,CNC(C)Cc1ccccc1OC,-5.559,-5.787
Z1269196032,NCCC(O)(P(=O)(O)O)P(=O)(O)O,-4.423,-4.464
Z277559108,CC(=O)Nc1nnc(S(N)(=O)=O)s1,-5.323,-5.243
Z53845223,CCN1C(=O)NC(c2ccccc2)C1=O,-7.433,-7.185
Z2301534047,c1ccc2c(SC3=NCCN3)c[nH]c2c1,-7.064,-6.996
Z56755859,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,-6.661,-6.591
Z1546610471,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,-5.724,-6.257
Z104476766,CCN(CC)CCOC(=O)c1ccc(N)cc1,-6.361,-6.279
Z104473594,CCCCCCCCCCCCCCCCO,-5.795,-5.505
Z57281900,CN(C)CCOC(=O)COc1ccc(Cl)cc1,-5.767,-6.037
Z1515385085,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,-7.412,-7.46
Z57063156,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,-6.82,-6.787
Z56922127,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,-8.279,-8.317
Z1562203528,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-7.468,-7.432
Z1515385080,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,-7.481,-7.364
Z2177953192,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,-7.734,-7.322
Z2568700088,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,-8.148,-7.509
Z2196311755,Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,-12.017,-11.158
Z2227698469,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,-9.924,-8.754
Z1521553844,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,-7.671,-6.591
Z1741982024,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,-6.81,-7.008
Z2568699261,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,-7.899,-7.77
Z53833636,CCOC(=O)c1ccc(O)cc1,-5.649,-5.608
Z147642460,O=C(OCCO)c1ccccc1O,-6.077,-6.099
Z3292113945,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,-9.519,-9.565
Z2301684603,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,-10.012,-9.735
Z2235802104,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,-8.755,-7.537
Z2568666661,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,-9.636,-8.573
Z104473818,Cc1ccc(O)cc1,-4.982,-4.989
Z1201619320,S=P(N1CC1)(N1CC1)N1CC1,-4.319,-4.049
Z1255485183,CC(=O)Oc1cccc(O)c1,-5.246,-5.272
Z752915492,CC(C)c1cccc(C(C)C)c1O,-6.21,-6.246
Z1198155412,Cc1ncc([N+](=O)[O-])n1CC(C)O,-5.366,-5.104
Z1198148417,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,-5.885,-5.991
Z1255434943,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,-6.047,-6.066
Z1269122570,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,-6.69,-6.656
Z2569257770,NCC(CC(=O)O)c1ccc(Cl)cc1,-6.126,-6.2
Z57117643,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-5.962,-5.97
Z2768171875,Nc1ccc2cc3ccc(N)cc3nc2c1,-7.986,-7.976
Z106952910,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,-7.28,-7.251
Z53843610,CCC1(c2ccccc2)NC(=O)N(C)C1=O,-7.267,-6.938
Z1713449471,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-7.127,-7.182
Z1741976844,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,-6.883,-6.846
Z398538014,COCCc1ccc(OCC(O)CNC(C)C)cc1,-6.707,-6.098
Z1020762628,CCC(O)(c1ccccc1)c1cccc(C(F)(F)F)c1,-8.207,-8.017
Z1546610478,CN(C)CCCN1c2ccccc2CCc2ccccc21,-12.445,-110.739
Z1530532759,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,-6.892,-6.765
Z1557400301,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,-7.789,-7.36
Z57233591,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,-7.007,-7.601
Z1514053266,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,-7.951,-8.096
Z2037280438,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,-9.832,-8.932
Z1172269406,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,-8.396,-8.203
Z1541759495,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,-6.88,-6.738
Z1541759910,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,-6.715,-6.037
Z2569809969,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,-6.518,-5.136
Z2065417924,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,-9.205,-8.812
Z1530425070,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,-9.499,-9.492
Z1255438640,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-5.79,-5.81
Z1741977097,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,-9.128,-8.736
Z1592690502,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,-8.766,-8.548
Z2588063484,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,-7.275,-7.367
Z1554101876,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,-6.96,-6.303
Z2240938942,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,-8.73,-7.622
Z1515376764,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,10.0,-35.374
Z2379810058,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,-5.547,-5.519
Z1501475009,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,-8.637,-7.699
Z1521553599,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,10.0,2.592
Z3207130728,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,10.0,-6.676
Z1258932192,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,10.0,0.865
Z1501485354,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,-10.499,-8.836
Z2568666690,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,10.0,-3.858
Z2587758505,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,10.0,23.887
Z3064247938,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,10.0,-4.782
Z2867120994,NCCc1cc[nH]n1,-4.26,-4.103
Z813019058,C[C@@H](O)[C@H](N)C(=O)O,-3.956,-3.885
Z756429958,O=C(O)[C@@H]1CCCN1,-4.489,-4.479
Z104473570,OCCOc1ccccc1,-4.965,-4.832
Z1201618663,FC(F)OC(Cl)C(F)(F)F,-4.464,-4.496
Z1198149813,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-4.395,-4.4
Z1255449978,CNC[C@H](O)c1ccc(O)c(O)c1,-5.701,-5.723
Z57965636,O=C(NCCO[N+](=O)[O-])c1cccnc1,-5.713,-5.404
Z971222254,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],-6.397,-6.436
Z19825582,O=C(OCc1ccccc1)c1ccccc1,-7.28,-7.446
Z2588040189,COc1nc(C)nc(Cl)c1NC1=NCCN1,-6.001,-5.97
Z104478940,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,-7.153,-7.139
Z104493622,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,-7.381,-7.262
Z905162656,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-8.498,-8.247
Z275128584,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-7.469,-7.476
Z27661938,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,-8.529,-8.951
Z2037280076,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,-8.583,-4.784
Z1541759373,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,10.0,-5.323
Z2065671295,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,-9.124,-8.965
Z199040762,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,-5.971,-5.436
Z276509110,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-7.15,-7.021
Z784767764,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,-8.887,-7.759
Z3235136057,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,-7.024,-7.214
Z53833295,CCOC(=O)c1ccccc1O,-5.77,-5.698
Z1515385075,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,-6.477,-6.58
Z1269124804,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,-5.424,-5.423
Z3244598618,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O,10.0,100.0
Z3041521404,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,-7.492,-7.275
Z2235802141,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,10.0,-4.126
Z2235801970,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,-9.211,-6.411
Z2756516862,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,-8.386,-7.859
Z2311575452,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,-8.421,-8.466
Z2327235567,COC[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6nc([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c65)cc3-4)[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,10.0,145.311
Z955123660,NCC(=O)O,-3.017,-3.025
Z104474158,CC(O)C(=O)O,-3.427,-3.187
Z2574927435,N=C(N)NC(=N)N,-3.907,-3.758
Z945806150,Cc1ncsc1CCCl,-4.208,-4.306
Z1255390865,Cc1c(O)c(=O)ccn1C,-4.982,-5.002
Z1550675464,NCCCC(N)(C(=O)O)C(F)F,-5.249,-5.331
Z56347209,Cn1cnc2c1c(=O)[nH]c(=O)n2C,-5.879,-5.866
Z1255485274,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-5.013,-4.346
Z57160197,O=C(c1ccccc1)C(O)c1ccccc1,-7.493,-7.462
Z56762888,c1ccc2c(CC3=NCCN3)cccc2c1,-7.974,-8.007
Z594284192,Clc1ccc2nsnc2c1NC1=NCCN1,-6.549,-6.645
Z44591715,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,-7.633,-7.169
Z1617901125,CC(NC(=Nc1ccncc1)NC#N)C(C)(C)C,-6.722,-6.676
Z1557407006,CN(C)CCC=C1c2ccccc2COc2ccccc21,-8.724,-8.778
Z212714982,COc1ccc(C=CC(=O)OCCC(C)C)cc1,-6.463,-6.257
Z2042042504,Nc1nc(O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,-8.432,-7.363
Z1541760033,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,-7.488,-1.757
Z1741977003,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,-9.985,-9.351
Z1530425068,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,-6.974,-6.599
Z2216907255,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,-9.091,-8.903
Z2756516968,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,-6.265,-6.216
Z291799028,CCCCOC(=O)c1ccc(O)cc1,-5.873,-6.086
Z1551967349,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,-8.607,-7.306
Z2412194967,CCCCCCCC/C=C\CCCCCCCC(=O)O,-6.232,-5.973
Z1251172867,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,10.0,9.125
Z2235811384,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,-8.16,-8.358
Z2235801839,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,-9.207,-9.239
Z1575099375,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,-9.547,-7.919
Z2235801899,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,-8.476,-8.173
Z2235801883,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,-8.657,-8.23
Z2512157852,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,-5.923,2.114
Z385438794,Nc1ccncc1N,-4.075,-4.124
Z927192062,NNCCc1ccccc1,-5.592,-5.612
Z1198155438,Cc1cnc(C(=O)O)c[n+]1[O-],-5.064,-5.025
Z1269145833,NCCCNCCSP(=O)(O)O,-4.401,-4.198
Z104480436,c1ccc2[nH]c(-c3cscn3)nc2c1,-7.031,-7.049
Z1449775098,Cc1cccc(C)c1NC(=O)C(C)N,-6.477,-6.227
Z1198152903,N=C(N)NCCN1CCCCCCC1,-9.361,9.125
Z911465460,N=C(N)NCC1COc2ccccc2O1,-6.82,-6.66
Z2301684895,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,-6.29,-6.318
Z1541759748,CNNCc1ccc(C(=O)NC(C)C)cc1,-6.72,-6.612
Z1546621741,CN(C)CCN(Cc1ccccc1)c1ccccn1,-7.156,-6.769
Z802864938,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,-6.495,-6.297
Z1151174635,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-8.283,-8.09
Z1546621745,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,-6.876,-6.948
Z1521553983,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,-5.456,-5.442
Z1541662176,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-7.33,-6.792
Z31382955,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,-7.479,-7.108
Z1541758727,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,-7.909,-7.5
Z1160865418,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,-8.366,-8.886
Z2037280951,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,-9.44,-8.782
Z1544404498,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-7.336,-6.912
Z1546616196,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,-8.711,-8.331
Z2065671685,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,-6.738,-6.566
Z754931258,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-8.239,-8.396
Z1530532754,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-8.585,-7.596
Z2194031487,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,-8.546,-8.151
Z1741976872,N#C[C@@H]1CCCN1C(=O)CN[C@@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,-7.093,-7.595
Z1741977297,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,-6.151,-5.929
Z1551967334,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,-9.187,-8.464
