pdb_id,karma_score,karma_score_ff,karma_score_aligned
Z19513456,34.436004638671875,34.8506965637207,31.538162231445312
Z235446856,31.960657119750977,33.53377151489258,32.723350524902344
Z28296849,37.157318115234375,37.586097717285156,36.79264831542969
Z1039455578,27.859682083129883,23.693326950073242,22.864002227783203
Z167254296,44.29546356201172,38.68809127807617,40.18252182006836
Z56826977,32.80990219116211,30.067670822143555,31.015838623046875
Z729847414,34.70671463012695,32.913936614990234,33.432552337646484
Z412775872,28.889326095581055,26.430566787719727,27.610076904296875
Z70909650,32.152427673339844,29.28251075744629,29.83220863342285
Z16897651,28.543123245239258,25.316680908203125,26.060476303100586
Z27487522,28.545740127563477,29.544837951660156,26.093276977539062
Z826713438,36.1068229675293,36.11033630371094,38.62841796875
Z90773645,35.061214447021484,31.011343002319336,30.478069305419922
Z929632002,31.65473175048828,31.000301361083984,37.2669563293457
Z164941068,35.4003791809082,30.637617111206055,29.919631958007812
Z466757270,39.56671142578125,38.28227233886719,33.87325668334961
