Znumber,rank_id,confidence,center_distance,file,mol_pred_loaded,sanitization,all_atoms_connected,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy,all_pass
Z16592639,5,1.35,1.686188432068037,results_ipab/Z16592639/rank5_confidence-1.35.sdf,1,1,1,1,1,1,1,1,1,1
Z16592639,6,1.55,1.2843481780573571,results_ipab/Z16592639/rank6_confidence-1.55.sdf,1,1,1,1,1,1,1,1,1,1
Z16592639,7,1.6,2.8392436228753968,results_ipab/Z16592639/rank7_confidence-1.60.sdf,1,1,1,1,1,1,1,1,1,1
Z16592639,8,1.99,3.505036874378812,results_ipab/Z16592639/rank8_confidence-1.99.sdf,1,1,1,1,1,1,1,1,1,1
Z16592639,9,2.01,3.08161880151379,results_ipab/Z16592639/rank9_confidence-2.01.sdf,1,1,1,1,1,1,1,1,1,1
Z165940634,10,0.77,2.4111068520474954,results_ipab/Z165940634/rank10_confidence-0.77.sdf,1,1,1,1,1,1,1,1,1,1
Z165940634,1,0.11,2.33548623427336,results_ipab/Z165940634/rank1_confidence-0.11.sdf,1,1,1,1,1,1,1,1,1,1
Z165940634,2,0.12,2.465716608831451,results_ipab/Z165940634/rank2_confidence-0.12.sdf,1,1,1,1,1,1,1,1,1,1
Z165940634,3,0.2,2.506913406116245,results_ipab/Z165940634/rank3_confidence-0.20.sdf,1,1,1,1,1,1,1,1,1,1
Z165940634,4,0.22,2.3705792299332944,results_ipab/Z165940634/rank4_confidence-0.22.sdf,1,1,1,1,1,1,1,1,1,1
Z165940634,5,0.26,2.3699488778841995,results_ipab/Z165940634/rank5_confidence-0.26.sdf,1,1,1,1,1,1,1,1,1,1
Z165940634,6,0.27,2.498782835121929,results_ipab/Z165940634/rank6_confidence-0.27.sdf,1,1,1,1,1,1,1,1,1,1
Z165940634,7,0.34,2.5002716036759467,results_ipab/Z165940634/rank7_confidence-0.34.sdf,1,1,1,1,1,1,1,1,1,1
Z165940634,8,0.37,2.492628511285358,results_ipab/Z165940634/rank8_confidence-0.37.sdf,1,1,1,1,1,1,1,1,1,1
Z165940634,9,0.4,2.2019766165920007,results_ipab/Z165940634/rank9_confidence-0.40.sdf,1,1,1,1,1,1,1,1,1,1
Z166819076,10,1.39,2.4764665330204627,results_ipab/Z166819076/rank10_confidence-1.39.sdf,1,1,1,1,1,1,1,1,1,1
Z166819076,1,0.6,3.855632024644083,results_ipab/Z166819076/rank1_confidence-0.60.sdf,1,1,1,1,1,1,1,1,1,1
Z166819076,2,0.67,1.3299466579375392,results_ipab/Z166819076/rank2_confidence-0.67.sdf,1,1,1,1,1,1,1,1,1,1
Z166819076,3,0.71,0.787286055031244,results_ipab/Z166819076/rank3_confidence-0.71.sdf,1,1,1,1,1,1,1,1,1,1
Z166819076,4,0.84,0.849328563625233,results_ipab/Z166819076/rank4_confidence-0.84.sdf,1,1,1,1,1,1,1,1,1,1
Z166819076,5,1.15,0.9714356495540616,results_ipab/Z166819076/rank5_confidence-1.15.sdf,1,1,1,1,1,1,1,1,1,1
Z166819076,6,1.16,5.71748267484609,results_ipab/Z166819076/rank6_confidence-1.16.sdf,1,1,1,1,1,1,1,1,1,1
Z166819076,7,1.2,5.309854294385472,results_ipab/Z166819076/rank7_confidence-1.20.sdf,1,1,1,1,1,1,1,1,1,1
Z166819076,8,1.25,4.807780077061619,results_ipab/Z166819076/rank8_confidence-1.25.sdf,1,1,1,1,1,1,1,1,1,1
Z166819076,9,1.38,0.9213361457227875,results_ipab/Z166819076/rank9_confidence-1.38.sdf,1,1,1,1,1,1,1,1,1,1
Z166962724,10,1.49,1.5209750354371092,results_ipab/Z166962724/rank10_confidence-1.49.sdf,1,1,1,1,1,1,1,1,1,1
Z166962724,1,0.04,2.4838881819192484,results_ipab/Z166962724/rank1_confidence0.04.sdf,1,1,1,1,1,1,1,1,1,1
Z166962724,2,0.03,2.528199525210394,results_ipab/Z166962724/rank2_confidence0.03.sdf,1,1,1,1,1,1,1,1,1,1
Z166962724,3,0.05,1.1446207338684793,results_ipab/Z166962724/rank3_confidence-0.05.sdf,1,1,1,1,1,1,1,1,1,1
Z166962724,4,0.07,1.2926504082420038,results_ipab/Z166962724/rank4_confidence-0.07.sdf,1,1,1,1,1,1,1,1,1,1
Z166962724,5,0.26,2.453824332328438,results_ipab/Z166962724/rank5_confidence-0.26.sdf,1,1,1,1,1,1,1,1,1,1
Z166962724,6,0.3,2.641386005023311,results_ipab/Z166962724/rank6_confidence-0.30.sdf,1,1,1,1,1,1,1,1,1,1
Z166962724,7,0.64,1.255759861123488,results_ipab/Z166962724/rank7_confidence-0.64.sdf,1,1,1,1,1,1,1,1,1,1
Z166962724,8,1.03,1.301518832414463,results_ipab/Z166962724/rank8_confidence-1.03.sdf,1,1,1,1,1,1,1,1,1,1
Z166962724,9,1.27,1.2443228421321384,results_ipab/Z166962724/rank9_confidence-1.27.sdf,1,1,1,1,1,1,1,1,1,1
Z167254296,10,3.58,1.2608870372734031,results_ipab/Z167254296/rank10_confidence-3.58.sdf,1,1,1,1,1,1,1,1,1,1
Z167254296,1,0.25,2.992222148535105,results_ipab/Z167254296/rank1_confidence-0.25.sdf,1,1,1,1,1,1,1,1,1,1
Z167254296,2,1.3,2.9046003489805265,results_ipab/Z167254296/rank2_confidence-1.30.sdf,1,1,1,1,1,1,1,1,1,1
Z167254296,3,1.37,3.08739712487294,results_ipab/Z167254296/rank3_confidence-1.37.sdf,1,1,1,1,1,1,1,1,1,1
Z167254296,4,1.41,3.5431002324447536,results_ipab/Z167254296/rank4_confidence-1.41.sdf,1,1,1,1,1,1,1,1,1,1
Z167254296,5,1.47,3.5809365478814863,results_ipab/Z167254296/rank5_confidence-1.47.sdf,1,1,1,1,1,1,1,1,1,1
Z167254296,6,1.51,3.813892711585903,results_ipab/Z167254296/rank6_confidence-1.51.sdf,1,1,1,1,1,1,1,1,1,1
Z167254296,7,1.82,3.285157560136688,results_ipab/Z167254296/rank7_confidence-1.82.sdf,1,1,1,1,1,1,1,1,1,1
Z167254296,8,2.05,3.720231801683086,results_ipab/Z167254296/rank8_confidence-2.05.sdf,1,1,1,1,1,1,1,1,1,1
Z167254296,9,2.88,3.5584397271950867,results_ipab/Z167254296/rank9_confidence-2.88.sdf,1,1,1,1,1,1,1,1,1,1
Z167631076,10,1.39,1.1168561713499858,results_ipab/Z167631076/rank10_confidence-1.39.sdf,1,1,1,1,1,1,1,1,1,1
Z167631076,1,0.27,2.53505391372996,results_ipab/Z167631076/rank1_confidence-0.27.sdf,1,1,1,1,1,1,1,1,1,1
Z167631076,2,0.33,2.633676918531146,results_ipab/Z167631076/rank2_confidence-0.33.sdf,1,1,1,1,1,1,1,1,1,1
Z167631076,3,0.56,0.7283230301119187,results_ipab/Z167631076/rank3_confidence-0.56.sdf,1,1,1,1,1,1,1,1,1,1
Z167631076,4,0.58,1.2559783308937806,results_ipab/Z167631076/rank4_confidence-0.58.sdf,1,1,1,1,1,1,1,1,1,1
Z167631076,5,0.66,2.2948905999667035,results_ipab/Z167631076/rank5_confidence-0.66.sdf,1,1,1,1,1,1,1,1,1,1
Z167631076,6,0.76,0.7694090752215095,results_ipab/Z167631076/rank6_confidence-0.76.sdf,1,1,1,1,1,1,1,1,1,1
Z167631076,7,0.88,2.8137319998112247,results_ipab/Z167631076/rank7_confidence-0.88.sdf,1,1,1,1,1,1,1,1,1,1
Z167631076,8,1.28,2.007862625967325,results_ipab/Z167631076/rank8_confidence-1.28.sdf,1,1,1,1,1,1,1,1,1,1
Z167631076,9,1.28,1.9592495343565184,results_ipab/Z167631076/rank9_confidence-1.28.sdf,1,1,1,1,1,1,1,1,1,1
Z16897651,10,1.41,1.9123276815940815,results_ipab/Z16897651/rank10_confidence-1.41.sdf,1,1,1,1,1,1,1,1,1,1
Z16897651,1,0.36,1.1494067838950488,results_ipab/Z16897651/rank1_confidence-0.36.sdf,1,1,1,1,1,1,1,1,1,1
Z16897651,2,0.55,2.914120368608605,results_ipab/Z16897651/rank2_confidence-0.55.sdf,1,1,1,1,1,1,1,1,1,1
Z16897651,3,0.66,3.6501554677455537,results_ipab/Z16897651/rank3_confidence-0.66.sdf,1,1,1,1,1,1,1,1,1,1
Z16897651,4,0.66,2.311072613838008,results_ipab/Z16897651/rank4_confidence-0.66.sdf,1,1,1,1,1,1,1,1,1,1
Z16897651,5,0.86,2.689639836853066,results_ipab/Z16897651/rank5_confidence-0.86.sdf,1,1,1,1,1,1,1,1,1,1
Z16897651,6,0.86,1.0217092080367478,results_ipab/Z16897651/rank6_confidence-0.86.sdf,1,1,1,1,1,1,1,1,1,1
Z16897651,7,0.9,0.9861386072367904,results_ipab/Z16897651/rank7_confidence-0.90.sdf,1,1,1,1,1,1,1,1,1,1
Z16897651,8,1.03,0.5827529716658642,results_ipab/Z16897651/rank8_confidence-1.03.sdf,1,1,1,1,1,1,1,1,1,1
Z16897651,9,1.14,1.5288109652209203,results_ipab/Z16897651/rank9_confidence-1.14.sdf,1,1,1,1,1,1,1,1,1,1
Z169847702,10,0.64,1.522911450440075,results_ipab/Z169847702/rank10_confidence-0.64.sdf,1,1,1,1,1,1,1,1,1,1
Z169847702,1,0.3,1.8543905952342887,results_ipab/Z169847702/rank1_confidence-0.30.sdf,1,1,1,1,1,1,1,1,1,1
Z169847702,2,0.37,1.250197035082712,results_ipab/Z169847702/rank2_confidence-0.37.sdf,1,1,1,1,1,1,1,1,1,1
Z169847702,3,0.37,1.19513995523224,results_ipab/Z169847702/rank3_confidence-0.37.sdf,1,1,1,1,1,1,1,1,1,1
Z169847702,4,0.4,1.6462096822139194,results_ipab/Z169847702/rank4_confidence-0.40.sdf,1,1,1,1,1,1,1,1,1,1
Z169847702,5,0.46,1.5565808468416589,results_ipab/Z169847702/rank5_confidence-0.46.sdf,1,1,1,1,1,1,1,1,1,1
Z169847702,6,0.46,1.443543203105487,results_ipab/Z169847702/rank6_confidence-0.46.sdf,1,1,1,1,1,1,1,1,1,1
Z169847702,7,0.47,1.4781920353285811,results_ipab/Z169847702/rank7_confidence-0.47.sdf,1,1,1,1,1,1,1,1,1,1
Z169847702,8,0.51,1.3948186026288891,results_ipab/Z169847702/rank8_confidence-0.51.sdf,1,1,1,1,1,1,1,1,1,1
Z169847702,9,0.54,1.6958067315856118,results_ipab/Z169847702/rank9_confidence-0.54.sdf,1,1,1,1,1,1,1,1,1,1
Z17093922,10,2.25,2.878313717424984,results_ipab/Z17093922/rank10_confidence-2.25.sdf,1,1,1,1,1,1,1,1,1,1
Z17093922,1,0.03,2.10107469972964,results_ipab/Z17093922/rank1_confidence0.03.sdf,1,1,1,1,1,1,1,1,1,1
Z17093922,2,0.05,1.82808395662573,results_ipab/Z17093922/rank2_confidence-0.05.sdf,1,1,1,1,1,1,1,1,1,1
Z17093922,3,0.12,2.102917902970028,results_ipab/Z17093922/rank3_confidence-0.12.sdf,1,1,1,1,1,1,1,1,1,1
Z17093922,4,0.19,0.7006990279053834,results_ipab/Z17093922/rank4_confidence-0.19.sdf,1,1,1,1,1,1,1,1,1,1
Z17093922,5,0.38,1.4270858045065398,results_ipab/Z17093922/rank5_confidence-0.38.sdf,1,1,1,1,1,1,1,1,1,1
Z17093922,6,0.43,2.0917034669353094,results_ipab/Z17093922/rank6_confidence-0.43.sdf,1,1,1,1,1,1,1,1,1,1
Z17093922,7,1.46,2.528822401789085,results_ipab/Z17093922/rank7_confidence-1.46.sdf,1,1,1,1,1,1,1,1,1,1
Z17093922,8,1.69,2.591273435877949,results_ipab/Z17093922/rank8_confidence-1.69.sdf,1,1,1,1,1,1,1,1,1,1
Z17093922,9,1.69,2.2878601791467754,results_ipab/Z17093922/rank9_confidence-1.69.sdf,1,1,1,1,1,1,1,1,1,1
Z17289317,10,1.98,2.3468474346641632,results_ipab/Z17289317/rank10_confidence-1.98.sdf,1,1,1,1,1,1,1,1,1,1
Z17289317,1,0.94,2.041232758381362,results_ipab/Z17289317/rank1_confidence-0.94.sdf,1,1,1,1,1,1,1,1,1,1
Z17289317,2,1.52,1.5821513570605117,results_ipab/Z17289317/rank2_confidence-1.52.sdf,1,1,1,1,1,1,1,1,1,1
Z17289317,3,1.54,2.514651710555853,results_ipab/Z17289317/rank3_confidence-1.54.sdf,1,1,1,1,1,1,1,1,1,1
Z17289317,4,1.57,2.085228249710072,results_ipab/Z17289317/rank4_confidence-1.57.sdf,1,1,1,1,1,1,1,1,1,1
Z17289317,5,1.71,1.2993185903377007,results_ipab/Z17289317/rank5_confidence-1.71.sdf,1,1,1,1,1,1,1,1,1,1
Z17289317,6,1.77,2.2201731191430074,results_ipab/Z17289317/rank6_confidence-1.77.sdf,1,1,1,1,1,1,1,1,1,1
Z17289317,7,1.85,1.6518640618005562,results_ipab/Z17289317/rank7_confidence-1.85.sdf,1,1,1,1,1,1,1,1,1,1
Z17289317,8,1.89,2.4920302360904354,results_ipab/Z17289317/rank8_confidence-1.89.sdf,1,1,1,1,1,1,1,1,1,1
Z17289317,9,1.9,2.3163476618646057,results_ipab/Z17289317/rank9_confidence-1.90.sdf,1,1,1,1,1,1,1,1,1,1
Z1798299891,10,0.58,1.6369524759196263,results_ipab/Z1798299891/rank10_confidence-0.58.sdf,1,1,1,1,1,1,1,1,1,1
Z1798299891,1,0.35,2.1312295323142543,results_ipab/Z1798299891/rank1_confidence0.35.sdf,1,1,1,1,1,1,1,1,1,1
Z1798299891,2,0.35,2.0348395811885025,results_ipab/Z1798299891/rank2_confidence0.35.sdf,1,1,1,1,1,1,1,1,1,1
Z1798299891,3,0.08,2.2851833805510053,results_ipab/Z1798299891/rank3_confidence0.08.sdf,1,1,1,1,1,1,1,1,1,1
Z1798299891,4,0.0,1.5014869941778526,results_ipab/Z1798299891/rank4_confidence0.00.sdf,1,1,1,1,1,1,1,1,1,1
Z1798299891,5,0.07,2.1214879315818225,results_ipab/Z1798299891/rank5_confidence-0.07.sdf,1,1,1,1,1,1,1,1,1,1
Z1798299891,6,0.18,1.417868359854083,results_ipab/Z1798299891/rank6_confidence-0.18.sdf,1,1,1,1,1,1,1,1,1,1
Z1798299891,7,0.19,1.1518370435956458,results_ipab/Z1798299891/rank7_confidence-0.19.sdf,1,1,1,1,1,1,1,1,1,1
Z1798299891,8,0.21,1.5595150584796915,results_ipab/Z1798299891/rank8_confidence-0.21.sdf,1,1,1,1,1,1,1,1,1,1
Z1798299891,9,0.26,1.3526162022826875,results_ipab/Z1798299891/rank9_confidence-0.26.sdf,1,1,1,1,1,1,1,1,1,1
Z18416283,10,2.28,2.27071153809611,results_ipab/Z18416283/rank10_confidence-2.28.sdf,1,1,1,1,1,1,1,1,1,1
Z18416283,1,0.21,3.328477806041976,results_ipab/Z18416283/rank1_confidence0.21.sdf,1,1,1,1,1,1,1,1,1,1
Z18416283,2,0.3,2.470188920720487,results_ipab/Z18416283/rank2_confidence-0.30.sdf,1,1,1,1,1,1,1,1,1,1
Z18416283,3,0.35,3.066628173371736,results_ipab/Z18416283/rank3_confidence-0.35.sdf,1,1,1,1,1,1,1,1,1,1
Z18416283,4,0.99,1.956124593724468,results_ipab/Z18416283/rank4_confidence-0.99.sdf,1,1,1,1,1,1,1,1,1,1
Z18416283,5,1.1,1.8317548691890737,results_ipab/Z18416283/rank5_confidence-1.10.sdf,1,1,1,1,1,1,1,1,1,1
Z18416283,6,1.28,2.928715583799673,results_ipab/Z18416283/rank6_confidence-1.28.sdf,1,1,1,1,1,1,1,1,1,1
Z18416283,7,1.52,2.5719173605822823,results_ipab/Z18416283/rank7_confidence-1.52.sdf,1,1,1,1,1,1,1,1,1,1
Z18416283,8,1.89,2.608181852459864,results_ipab/Z18416283/rank8_confidence-1.89.sdf,1,1,1,1,1,1,1,1,1,1
Z18416283,9,2.25,2.2928446392634427,results_ipab/Z18416283/rank9_confidence-2.25.sdf,1,1,1,1,1,1,1,1,1,1
Z18421040,10,3.28,4.426117652222313,results_ipab/Z18421040/rank10_confidence-3.28.sdf,1,1,1,1,1,1,1,1,1,1
Z18421040,1,0.35,1.867388962876133,results_ipab/Z18421040/rank1_confidence-0.35.sdf,1,1,1,1,1,1,1,1,1,1
Z18421040,2,0.37,2.060587252377064,results_ipab/Z18421040/rank2_confidence-0.37.sdf,1,1,1,1,1,1,1,1,1,1
Z18421040,3,1.23,3.5754212336767983,results_ipab/Z18421040/rank3_confidence-1.23.sdf,1,1,1,1,1,1,1,1,1,1
Z18421040,4,1.37,1.5297292399814926,results_ipab/Z18421040/rank4_confidence-1.37.sdf,1,1,1,1,1,1,1,1,1,1
Z18421040,5,1.76,4.366749288750497,results_ipab/Z18421040/rank5_confidence-1.76.sdf,1,1,1,1,1,1,1,1,1,1
Z18421040,6,1.87,4.293575030390937,results_ipab/Z18421040/rank6_confidence-1.87.sdf,1,1,1,1,1,1,1,1,1,1
Z18421040,7,2.67,41.01474695277288,results_ipab/Z18421040/rank7_confidence-2.67.sdf,1,1,1,1,1,1,1,1,1,1
Z18421040,8,2.86,5.713815579791085,results_ipab/Z18421040/rank8_confidence-2.86.sdf,1,1,1,1,1,1,1,1,1,1
Z18421040,9,2.86,4.188150147199207,results_ipab/Z18421040/rank9_confidence-2.86.sdf,1,1,1,1,1,1,1,1,1,1
Z18519048,10,1.11,2.9734848093365382,results_ipab/Z18519048/rank10_confidence-1.11.sdf,1,1,1,1,1,1,1,1,1,1
Z18519048,1,0.5,0.554131230676232,results_ipab/Z18519048/rank1_confidence-0.50.sdf,1,1,1,1,1,1,1,1,1,1
Z18519048,2,0.57,1.2607605179140544,results_ipab/Z18519048/rank2_confidence-0.57.sdf,1,1,1,1,1,1,1,1,1,1
Z18519048,3,0.62,1.126910783622643,results_ipab/Z18519048/rank3_confidence-0.62.sdf,1,1,1,1,1,1,1,1,1,1
Z18519048,4,0.65,1.557441341199302,results_ipab/Z18519048/rank4_confidence-0.65.sdf,1,1,1,1,1,1,1,1,1,1
Z18519048,5,0.65,1.469051141092984,results_ipab/Z18519048/rank5_confidence-0.65.sdf,1,1,1,1,1,1,1,1,1,1
Z18519048,6,0.78,3.063458706600515,results_ipab/Z18519048/rank6_confidence-0.78.sdf,1,1,1,1,1,1,1,1,1,1
Z18519048,7,0.94,1.52886543606727,results_ipab/Z18519048/rank7_confidence-0.94.sdf,1,1,1,1,1,1,1,1,1,1
Z18519048,8,0.99,1.8552194787251532,results_ipab/Z18519048/rank8_confidence-0.99.sdf,1,1,1,1,1,1,1,1,1,1
Z18519048,9,1.09,3.164993934980579,results_ipab/Z18519048/rank9_confidence-1.09.sdf,1,1,1,1,1,1,1,1,1,1
Z18519758,10,2.41,2.55732043159082,results_ipab/Z18519758/rank10_confidence-2.41.sdf,1,1,1,1,1,1,1,1,1,1
Z18519758,1,0.27,1.7685827966073653,results_ipab/Z18519758/rank1_confidence-0.27.sdf,1,1,1,1,1,1,1,1,1,1
Z18519758,2,0.36,3.035620125421557,results_ipab/Z18519758/rank2_confidence-0.36.sdf,1,1,1,1,1,1,1,1,1,1
Z18519758,3,0.62,2.4516522462940924,results_ipab/Z18519758/rank3_confidence-0.62.sdf,1,1,1,1,1,1,1,1,1,1
Z18519758,4,0.69,2.4472461385086093,results_ipab/Z18519758/rank4_confidence-0.69.sdf,1,1,1,1,1,1,1,1,1,1
Z18519758,5,0.7,2.696243486080122,results_ipab/Z18519758/rank5_confidence-0.70.sdf,1,1,1,1,1,1,1,1,1,1
Z18519758,6,0.71,2.763772344030483,results_ipab/Z18519758/rank6_confidence-0.71.sdf,1,1,1,1,1,1,1,1,1,1
Z18519758,7,0.74,2.7321438106764733,results_ipab/Z18519758/rank7_confidence-0.74.sdf,1,1,1,1,1,1,1,1,1,1
Z18519758,8,1.0,1.5260138753000725,results_ipab/Z18519758/rank8_confidence-1.00.sdf,1,1,1,1,1,1,1,1,1,1
Z18519758,9,1.16,2.6386560204557674,results_ipab/Z18519758/rank9_confidence-1.16.sdf,1,1,1,1,1,1,1,1,1,1
Z18534307,10,3.85,40.09622717957183,results_ipab/Z18534307/rank10_confidence-3.85.sdf,1,1,1,1,1,1,1,1,1,1
Z18534307,1,0.04,0.787089667261538,results_ipab/Z18534307/rank1_confidence0.04.sdf,1,1,1,1,1,1,1,1,1,1
Z18534307,2,0.22,1.0902928221139845,results_ipab/Z18534307/rank2_confidence-0.22.sdf,1,1,1,1,1,1,1,1,1,1
Z18534307,3,0.88,0.9531769541482692,results_ipab/Z18534307/rank3_confidence-0.88.sdf,1,1,1,1,1,1,1,1,1,1
Z18534307,4,0.94,5.672853397287832,results_ipab/Z18534307/rank4_confidence-0.94.sdf,1,1,1,1,1,1,1,1,1,1
Z18534307,5,1.18,1.418732252957316,results_ipab/Z18534307/rank5_confidence-1.18.sdf,1,1,1,1,1,1,1,1,1,1
Z18534307,6,1.51,5.763682454268083,results_ipab/Z18534307/rank6_confidence-1.51.sdf,1,1,1,1,1,1,1,1,1,1
Z18534307,7,1.59,1.779000157178916,results_ipab/Z18534307/rank7_confidence-1.59.sdf,1,1,1,1,1,1,1,1,1,1
Z18534307,8,1.83,4.197358362842024,results_ipab/Z18534307/rank8_confidence-1.83.sdf,1,1,1,1,1,1,1,1,1,1
Z18534307,9,3.33,2.8871781751012517,results_ipab/Z18534307/rank9_confidence-3.33.sdf,1,1,1,1,1,1,1,1,1,1
Z18647134,10,2.94,1.542375219487812,results_ipab/Z18647134/rank10_confidence-2.94.sdf,1,1,1,1,1,1,1,1,1,1
Z18647134,1,0.8,0.3325580122552079,results_ipab/Z18647134/rank1_confidence-0.80.sdf,1,1,1,1,1,1,1,1,1,1
Z18647134,2,0.9,1.715038248476182,results_ipab/Z18647134/rank2_confidence-0.90.sdf,1,1,1,1,1,1,1,1,0,0
Z18647134,3,0.98,1.2645337110980166,results_ipab/Z18647134/rank3_confidence-0.98.sdf,1,1,1,1,1,1,1,1,0,0
Z18647134,4,1.16,1.750940392467151,results_ipab/Z18647134/rank4_confidence-1.16.sdf,1,1,1,1,1,1,1,1,1,1
Z18647134,5,1.18,1.699897035509029,results_ipab/Z18647134/rank5_confidence-1.18.sdf,1,1,1,1,1,1,1,1,0,0
Z18647134,6,1.21,1.4467984058200174,results_ipab/Z18647134/rank6_confidence-1.21.sdf,1,1,1,1,1,1,1,1,1,1
Z18647134,7,1.57,3.744828053520075,results_ipab/Z18647134/rank7_confidence-1.57.sdf,1,1,1,1,1,1,1,1,0,0
Z18647134,8,1.67,3.6857164540760303,results_ipab/Z18647134/rank8_confidence-1.67.sdf,1,1,1,1,1,1,1,1,0,0
Z18647134,9,1.77,3.4926913866754434,results_ipab/Z18647134/rank9_confidence-1.77.sdf,1,1,1,1,1,1,1,1,1,1
Z18650720,10,1.89,1.6766244802650654,results_ipab/Z18650720/rank10_confidence-1.89.sdf,1,1,1,1,1,1,1,1,1,1
Z18650720,1,0.46,2.591116007474861,results_ipab/Z18650720/rank1_confidence0.46.sdf,1,1,1,1,1,1,1,1,1,1
Z18650720,2,0.12,1.2999164977266786,results_ipab/Z18650720/rank2_confidence-0.12.sdf,1,1,1,1,1,1,1,1,1,1
Z18650720,3,0.26,2.050749845365984,results_ipab/Z18650720/rank3_confidence-0.26.sdf,1,1,1,1,1,1,1,1,1,1
Z18650720,4,0.26,1.6349924573720234,results_ipab/Z18650720/rank4_confidence-0.26.sdf,1,1,1,1,1,1,1,1,1,1
Z18650720,5,0.5,0.9464993814660742,results_ipab/Z18650720/rank5_confidence-0.50.sdf,1,1,1,1,1,1,1,1,1,1
Z18650720,6,0.74,1.4517885838525917,results_ipab/Z18650720/rank6_confidence-0.74.sdf,1,1,1,1,1,1,1,1,1,1
Z18650720,7,1.26,1.4788880736688246,results_ipab/Z18650720/rank7_confidence-1.26.sdf,1,1,1,1,1,1,1,1,1,1
Z18650720,8,1.32,1.61330110532975,results_ipab/Z18650720/rank8_confidence-1.32.sdf,1,1,1,1,1,1,1,1,1,1
Z18650720,9,1.7,1.3255350079649575,results_ipab/Z18650720/rank9_confidence-1.70.sdf,1,1,1,1,1,1,1,1,1,1
Z18672879,10,2.52,1.756262676523592,results_ipab/Z18672879/rank10_confidence-2.52.sdf,1,1,1,1,1,1,1,1,1,1
Z18672879,1,0.49,0.8502809277098364,results_ipab/Z18672879/rank1_confidence-0.49.sdf,1,1,1,1,1,1,1,1,1,1
Z18672879,2,0.52,0.6610885025366143,results_ipab/Z18672879/rank2_confidence-0.52.sdf,1,1,1,1,1,1,1,1,1,1
Z18672879,3,0.6,0.6089304373027496,results_ipab/Z18672879/rank3_confidence-0.60.sdf,1,1,1,1,1,1,1,1,1,1
Z18672879,4,0.63,0.6512817146758048,results_ipab/Z18672879/rank4_confidence-0.63.sdf,1,1,1,1,1,1,1,1,1,1
Z18672879,5,0.83,0.553227991433578,results_ipab/Z18672879/rank5_confidence-0.83.sdf,1,1,1,1,1,1,1,1,1,1
Z18672879,6,0.93,0.5704112724966941,results_ipab/Z18672879/rank6_confidence-0.93.sdf,1,1,1,1,1,1,1,1,1,1
Z18672879,7,1.29,1.1422572629453822,results_ipab/Z18672879/rank7_confidence-1.29.sdf,1,1,1,1,1,1,1,1,1,1
Z18672879,8,1.99,1.7534987746245518,results_ipab/Z18672879/rank8_confidence-1.99.sdf,1,1,1,1,1,1,1,1,1,1
Z18672879,9,2.23,1.7576983706932854,results_ipab/Z18672879/rank9_confidence-2.23.sdf,1,1,1,1,1,1,1,1,1,1
Z18813202,10,2.96,1.2641539229320942,results_ipab/Z18813202/rank10_confidence-2.96.sdf,1,1,1,1,1,1,1,1,1,1
Z18813202,1,0.47,2.2222030360820666,results_ipab/Z18813202/rank1_confidence-0.47.sdf,1,1,1,1,1,1,1,1,1,1
Z18813202,2,0.7,0.6938171418254312,results_ipab/Z18813202/rank2_confidence-0.70.sdf,1,1,1,1,1,1,1,1,1,1
Z18813202,3,0.93,0.6258304376005769,results_ipab/Z18813202/rank3_confidence-0.93.sdf,1,1,1,1,1,1,1,1,1,1
Z18813202,4,0.95,0.653544170400278,results_ipab/Z18813202/rank4_confidence-0.95.sdf,1,1,1,1,1,1,1,1,1,1
Z18813202,5,1.48,2.406368128201739,results_ipab/Z18813202/rank5_confidence-1.48.sdf,1,1,1,1,1,1,1,1,1,1
Z18813202,6,1.51,4.222333773552343,results_ipab/Z18813202/rank6_confidence-1.51.sdf,1,1,1,1,1,1,1,1,1,1
Z18813202,7,1.69,3.402126700462704,results_ipab/Z18813202/rank7_confidence-1.69.sdf,1,1,1,1,1,1,1,1,1,1
Z18813202,8,2.38,1.9198633087284809,results_ipab/Z18813202/rank8_confidence-2.38.sdf,1,1,1,1,1,1,1,1,1,1
Z18813202,9,2.4,1.784303816030216,results_ipab/Z18813202/rank9_confidence-2.40.sdf,1,1,1,1,1,1,1,1,1,1
Z18885559,10,1.71,1.8639464660254432,results_ipab/Z18885559/rank10_confidence-1.71.sdf,1,1,1,1,1,1,1,1,1,1
Z18885559,1,0.25,0.253562496952523,results_ipab/Z18885559/rank1_confidence-0.25.sdf,1,1,1,1,1,1,1,1,1,1
Z18885559,2,0.43,0.3012377379582691,results_ipab/Z18885559/rank2_confidence-0.43.sdf,1,1,1,1,1,1,1,1,1,1
Z18885559,3,0.84,1.0210684468617728,results_ipab/Z18885559/rank3_confidence-0.84.sdf,1,1,1,1,1,1,1,1,1,1
Z18885559,4,0.9,1.3777070067718065,results_ipab/Z18885559/rank4_confidence-0.90.sdf,1,1,1,1,1,1,1,1,1,1
Z18885559,5,0.98,1.5708870945633508,results_ipab/Z18885559/rank5_confidence-0.98.sdf,1,1,1,1,1,1,1,1,1,1
Z18885559,6,1.01,1.5449921366557238,results_ipab/Z18885559/rank6_confidence-1.01.sdf,1,1,1,1,1,1,1,1,1,1
